_id,rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
68f0ca3ba9bfe00e3826e015,58,2005-05-25T08:53:14.000Z,3050,323,2005-05-28T14:40:14.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e016,59,2005-05-25T08:56:42.000Z,2884,408,2005-06-01T09:52:42.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e017,60,2005-05-25T08:58:25.000Z,330,470,2005-05-30T14:14:25.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e018,61,2005-05-25T09:01:57.000Z,4210,250,2005-06-02T07:22:57.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e019,62,2005-05-25T09:18:52.000Z,261,419,2005-05-30T10:55:52.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e01a,63,2005-05-25T09:19:16.000Z,4008,383,2005-05-27T04:24:16.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e01b,64,2005-05-25T09:21:29.000Z,79,368,2005-06-03T11:31:29.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e01c,65,2005-05-25T09:32:03.000Z,3552,346,2005-05-29T14:21:03.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e01d,66,2005-05-25T09:35:12.000Z,1162,86,2005-05-29T04:16:12.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e01e,67,2005-05-25T09:41:01.000Z,239,119,2005-05-27T13:46:01.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e01f,68,2005-05-25T09:47:31.000Z,4029,120,2005-05-31T10:20:31.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e020,69,2005-05-25T10:10:14.000Z,3207,305,2005-05-27T14:02:14.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e021,70,2005-05-25T10:15:23.000Z,2168,73,2005-05-27T05:56:23.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e022,71,2005-05-25T10:26:39.000Z,2408,100,2005-05-28T04:59:39.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e023,72,2005-05-25T10:52:13.000Z,2260,48,2005-05-28T05:52:13.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e024,73,2005-05-25T11:00:07.000Z,517,391,2005-06-01T13:56:07.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e025,74,2005-05-25T11:09:48.000Z,1744,265,2005-05-26T12:23:48.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e026,75,2005-05-25T11:13:34.000Z,3393,510,2005-06-03T12:58:34.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e027,76,2005-05-25T11:30:37.000Z,3021,1,2005-06-03T12:00:37.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e028,77,2005-05-25T11:31:59.000Z,1303,451,2005-05-26T16:53:59.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e029,78,2005-05-25T11:35:18.000Z,4067,135,2005-05-31T12:48:18.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e02a,79,2005-05-25T12:11:07.000Z,3299,245,2005-06-03T10:54:07.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e02b,80,2005-05-25T12:12:07.000Z,2478,314,2005-05-31T17:46:07.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e02c,81,2005-05-25T12:15:19.000Z,2610,286,2005-06-02T14:08:19.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e02d,82,2005-05-25T12:17:46.000Z,1388,427,2005-06-01T10:48:46.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e02e,83,2005-05-25T12:30:15.000Z,466,131,2005-05-27T15:40:15.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e02f,84,2005-05-25T12:36:30.000Z,1829,492,2005-05-29T18:33:30.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e030,85,2005-05-25T13:05:34.000Z,470,414,2005-05-29T16:53:34.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e031,86,2005-05-25T13:36:12.000Z,2275,266,2005-05-30T14:53:12.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e032,87,2005-05-25T13:52:43.000Z,1586,331,2005-05-29T11:12:43.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e033,88,2005-05-25T14:13:54.000Z,2221,53,2005-05-29T09:32:54.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e034,89,2005-05-25T14:28:29.000Z,2181,499,2005-05-29T14:33:29.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e035,90,2005-05-25T14:31:25.000Z,2984,25,2005-06-01T10:07:25.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e036,91,2005-05-25T14:57:22.000Z,139,267,2005-06-01T18:32:22.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e037,92,2005-05-25T15:38:46.000Z,775,302,2005-05-31T13:40:46.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e038,93,2005-05-25T15:54:16.000Z,4360,288,2005-06-03T20:18:16.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e039,94,2005-05-25T16:03:42.000Z,1675,197,2005-05-30T14:23:42.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e03a,95,2005-05-25T16:12:52.000Z,178,400,2005-06-02T18:55:52.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e03b,96,2005-05-25T16:32:19.000Z,3418,49,2005-05-30T10:47:19.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e03c,97,2005-05-25T16:34:24.000Z,1283,263,2005-05-28T12:13:24.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e03d,98,2005-05-25T16:48:24.000Z,2970,269,2005-05-27T11:29:24.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e03e,99,2005-05-25T16:50:20.000Z,535,44,2005-05-28T18:52:20.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e03f,100,2005-05-25T16:50:28.000Z,2599,208,2005-06-02T22:11:28.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e040,101,2005-05-25T17:17:04.000Z,617,468,2005-05-31T19:47:04.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e041,102,2005-05-25T17:22:10.000Z,373,343,2005-05-31T19:47:10.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e042,103,2005-05-25T17:30:42.000Z,3343,384,2005-06-03T22:36:42.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e043,104,2005-05-25T17:46:33.000Z,4281,310,2005-05-27T15:20:33.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e044,105,2005-05-25T17:54:12.000Z,794,108,2005-05-30T12:03:12.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e045,106,2005-05-25T18:18:19.000Z,3627,196,2005-06-04T00:01:19.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e046,107,2005-05-25T18:28:09.000Z,2833,317,2005-06-03T22:46:09.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e047,108,2005-05-25T18:30:05.000Z,3289,242,2005-05-30T19:40:05.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e048,109,2005-05-25T18:40:20.000Z,1044,503,2005-05-29T20:39:20.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e049,110,2005-05-25T18:43:49.000Z,4108,19,2005-06-03T18:13:49.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e04a,111,2005-05-25T18:45:19.000Z,3725,227,2005-05-28T17:18:19.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e04b,112,2005-05-25T18:57:24.000Z,2153,500,2005-06-02T20:44:24.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e04c,113,2005-05-25T19:07:40.000Z,2963,93,2005-05-27T22:16:40.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e04d,114,2005-05-25T19:12:42.000Z,4502,506,2005-06-01T23:10:42.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e04e,115,2005-05-25T19:13:25.000Z,749,455,2005-05-29T20:17:25.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e04f,116,2005-05-25T19:27:51.000Z,4453,18,2005-05-26T16:23:51.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e050,117,2005-05-25T19:30:46.000Z,4278,7,2005-05-31T23:59:46.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e051,118,2005-05-25T19:31:18.000Z,872,524,2005-05-31T15:00:18.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e052,119,2005-05-25T19:37:02.000Z,1359,51,2005-05-29T23:51:02.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e053,120,2005-05-25T19:37:47.000Z,37,365,2005-06-01T23:29:47.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e054,121,2005-05-25T19:41:29.000Z,1053,405,2005-05-29T21:31:29.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e055,122,2005-05-25T19:46:21.000Z,2908,273,2005-06-02T19:07:21.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e056,123,2005-05-25T20:26:42.000Z,1795,43,2005-05-26T19:41:42.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e057,124,2005-05-25T20:46:11.000Z,212,246,2005-05-30T00:47:11.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e058,125,2005-05-25T20:48:50.000Z,952,368,2005-06-02T21:39:50.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e059,126,2005-05-25T21:07:59.000Z,2047,439,2005-05-28T18:51:59.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e05a,127,2005-05-25T21:10:40.000Z,2026,94,2005-06-02T21:38:40.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e05b,128,2005-05-25T21:19:53.000Z,4322,40,2005-05-29T23:34:53.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e05c,129,2005-05-25T21:20:03.000Z,4154,23,2005-06-04T01:25:03.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e05d,130,2005-05-25T21:21:56.000Z,3990,56,2005-05-30T22:41:56.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e05e,131,2005-05-25T21:42:46.000Z,815,325,2005-05-30T23:25:46.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e05f,132,2005-05-25T21:46:54.000Z,3367,479,2005-05-31T21:02:54.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e060,133,2005-05-25T21:48:30.000Z,399,237,2005-05-30T00:26:30.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e061,134,2005-05-25T21:48:41.000Z,2272,222,2005-06-02T18:28:41.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e062,135,2005-05-25T21:58:58.000Z,103,304,2005-06-03T17:50:58.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e063,136,2005-05-25T22:02:30.000Z,2296,504,2005-05-31T18:06:30.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e064,137,2005-05-25T22:25:18.000Z,2591,560,2005-06-01T02:30:18.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e065,138,2005-05-25T22:48:22.000Z,4134,586,2005-05-29T20:21:22.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e066,139,2005-05-25T23:00:21.000Z,327,257,2005-05-29T17:12:21.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e067,140,2005-05-25T23:34:22.000Z,655,354,2005-05-27T01:10:22.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e068,141,2005-05-25T23:34:53.000Z,811,89,2005-06-02T01:57:53.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e069,142,2005-05-25T23:43:47.000Z,4407,472,2005-05-29T00:46:47.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e06a,143,2005-05-25T23:45:52.000Z,847,297,2005-05-27T21:41:52.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e06b,144,2005-05-25T23:49:56.000Z,1689,357,2005-06-01T21:41:56.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e06c,145,2005-05-25T23:59:03.000Z,3905,82,2005-05-31T02:56:03.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e06d,146,2005-05-26T00:07:11.000Z,1431,433,2005-06-04T00:20:11.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e06e,147,2005-05-26T00:17:50.000Z,633,274,2005-05-29T23:21:50.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e06f,148,2005-05-26T00:25:23.000Z,4252,142,2005-06-01T19:29:23.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e070,149,2005-05-26T00:28:05.000Z,1084,319,2005-06-02T21:30:05.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e071,150,2005-05-26T00:28:39.000Z,909,429,2005-06-01T02:10:39.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e072,151,2005-05-26T00:37:28.000Z,2942,14,2005-05-30T06:28:28.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e073,152,2005-05-26T00:41:10.000Z,2622,57,2005-06-03T06:05:10.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e074,153,2005-05-26T00:47:47.000Z,3888,348,2005-05-27T21:28:47.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e075,154,2005-05-26T00:55:56.000Z,1354,185,2005-05-29T23:18:56.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e076,155,2005-05-26T01:15:05.000Z,288,551,2005-06-01T00:03:05.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e077,156,2005-05-26T01:19:05.000Z,3193,462,2005-05-27T23:43:05.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e078,157,2005-05-26T01:25:21.000Z,887,344,2005-05-26T21:17:21.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e079,158,2005-05-26T01:27:11.000Z,2395,354,2005-06-03T00:30:11.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e07a,159,2005-05-26T01:34:28.000Z,3453,505,2005-05-29T04:00:28.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e07b,160,2005-05-26T01:46:20.000Z,1885,290,2005-06-01T05:45:20.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e07c,161,2005-05-26T01:51:48.000Z,2941,182,2005-05-27T05:42:48.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e07d,162,2005-05-26T02:02:05.000Z,1229,296,2005-05-27T03:38:05.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e07e,163,2005-05-26T02:26:23.000Z,2306,104,2005-06-04T06:36:23.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e07f,164,2005-05-26T02:26:49.000Z,1070,151,2005-05-28T00:32:49.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e080,165,2005-05-26T02:28:36.000Z,2735,33,2005-06-02T03:21:36.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e081,166,2005-05-26T02:49:11.000Z,3894,322,2005-05-31T01:28:11.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e082,167,2005-05-26T02:50:31.000Z,865,401,2005-05-27T03:07:31.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e083,168,2005-05-26T03:07:43.000Z,2714,469,2005-06-02T02:09:43.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e084,169,2005-05-26T03:09:30.000Z,1758,381,2005-05-27T01:37:30.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e085,170,2005-05-26T03:11:12.000Z,3688,107,2005-06-02T03:53:12.000Z,1,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e086,171,2005-05-26T03:14:15.000Z,4483,400,2005-06-03T00:24:15.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e087,172,2005-05-26T03:17:42.000Z,2873,176,2005-05-29T04:11:42.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e088,173,2005-05-26T03:42:10.000Z,3596,533,2005-05-28T01:37:10.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e089,174,2005-05-26T03:44:10.000Z,3954,552,2005-05-28T07:13:10.000Z,2,2006-02-15T21:30:53.000Z
68f0ca3ba9bfe00e3826e08a,175,2005-05-26T03:46:26.000Z,4346,47,2005-06-03T06:01:26.000Z,2,2006-02-15T21:30:53.000Z
