_id,payment_id,customer_id,staff_id,rental_id,amount,payment_date,last_update
68f0ca77a9bfe00e38271ea5,17,1,2,8033,4.99,2005-07-28T16:18:23.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ea6,18,1,1,8074,0.99,2005-07-28T17:33:39.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ea7,19,1,2,8116,0.99,2005-07-28T19:20:07.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ea8,20,1,2,8326,2.99,2005-07-29T03:58:49.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ea9,21,1,2,9571,2.99,2005-07-31T02:42:18.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eaa,22,1,2,10437,4.99,2005-08-01T08:51:04.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eab,23,1,2,11299,3.99,2005-08-02T15:36:52.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eac,24,1,1,11367,0.99,2005-08-02T18:01:38.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ead,25,1,2,11824,4.99,2005-08-17T12:37:54.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eae,26,1,1,12250,0.99,2005-08-18T03:57:29.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eaf,27,1,2,13068,0.99,2005-08-19T09:55:16.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb0,28,1,2,13176,2.99,2005-08-19T13:56:54.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb1,29,1,1,14762,0.99,2005-08-21T23:33:57.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb2,30,1,1,14825,1.99,2005-08-22T01:27:57.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb3,31,1,2,15298,2.99,2005-08-22T19:41:37.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb4,32,1,1,15315,5.99,2005-08-22T20:03:46.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb5,33,2,1,320,4.99,2005-05-27T00:09:24.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb6,34,2,1,2128,2.99,2005-06-17T20:54:58.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb7,35,2,1,5636,2.99,2005-07-10T06:31:24.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb8,36,2,1,5755,6.99,2005-07-10T12:38:56.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eb9,37,2,2,7346,4.99,2005-07-27T14:30:42.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eba,38,2,1,7376,5.99,2005-07-27T15:23:02.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ebb,39,2,2,7459,5.99,2005-07-27T18:40:20.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ebc,40,2,2,8230,5.99,2005-07-29T00:12:59.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ebd,41,2,1,8598,2.99,2005-07-29T12:56:59.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ebe,42,2,2,8705,5.99,2005-07-29T17:14:29.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ebf,43,2,1,9031,4.99,2005-07-30T06:06:10.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec0,44,2,2,9236,10.99,2005-07-30T13:47:43.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec1,45,2,2,9248,0.99,2005-07-30T14:14:11.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec2,46,2,2,9296,6.99,2005-07-30T16:21:13.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec3,47,2,2,9465,6.99,2005-07-30T22:39:53.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec4,48,2,1,10136,2.99,2005-07-31T21:58:56.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec5,49,2,1,10466,0.99,2005-08-01T09:45:26.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec6,50,2,1,10918,0.99,2005-08-02T02:10:56.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec7,51,2,1,11087,5.99,2005-08-02T07:41:41.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec8,52,2,1,11177,6.99,2005-08-02T10:43:48.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ec9,53,2,2,11256,2.99,2005-08-02T13:44:53.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eca,54,2,1,11614,2.99,2005-08-17T03:52:18.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ecb,55,2,1,12963,2.99,2005-08-19T06:26:04.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ecc,56,2,1,14475,4.99,2005-08-21T13:24:32.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ecd,57,2,2,14743,5.99,2005-08-21T22:41:56.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ece,58,2,2,15145,4.99,2005-08-22T13:53:04.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ecf,59,2,2,15907,4.99,2005-08-23T17:39:35.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed0,60,3,1,435,1.99,2005-05-27T17:17:09.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed1,61,3,1,830,2.99,2005-05-29T22:43:55.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed2,62,3,1,1546,8.99,2005-06-16T01:34:05.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed3,63,3,1,1726,6.99,2005-06-16T15:19:10.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed4,64,3,2,1911,6.99,2005-06-17T05:15:15.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed5,65,3,1,2628,2.99,2005-06-19T08:34:53.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed6,66,3,1,4180,4.99,2005-07-07T10:23:25.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed7,67,3,1,4725,4.99,2005-07-08T12:47:11.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed8,68,3,1,7096,5.99,2005-07-27T04:54:42.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ed9,69,3,2,7503,10.99,2005-07-27T20:23:12.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eda,70,3,2,7703,7.99,2005-07-28T03:59:21.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271edb,71,3,2,7724,6.99,2005-07-28T04:46:30.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271edc,72,3,1,7911,4.99,2005-07-28T11:46:45.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271edd,73,3,2,8086,4.99,2005-07-28T18:17:14.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ede,74,3,1,8545,2.99,2005-07-29T11:07:04.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271edf,75,3,1,9226,1.99,2005-07-30T13:31:20.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee0,76,3,2,9443,3.99,2005-07-30T21:45:46.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee1,77,3,1,9595,2.99,2005-07-31T03:27:58.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee2,78,3,2,9816,4.99,2005-07-31T11:32:58.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee3,79,3,2,10597,5.99,2005-08-01T14:19:48.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee4,80,3,2,12556,4.99,2005-08-18T14:49:55.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee5,81,3,1,13403,8.99,2005-08-19T22:18:07.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee6,82,3,2,13610,2.99,2005-08-20T06:14:12.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee7,83,3,2,14699,8.99,2005-08-21T20:50:48.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee8,84,3,2,15038,0.99,2005-08-22T09:37:27.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ee9,85,3,1,15619,2.99,2005-08-23T07:10:14.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eea,86,4,1,1297,4.99,2005-06-15T09:31:28.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eeb,87,4,1,1633,0.99,2005-06-16T08:08:40.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eec,88,4,2,1707,2.99,2005-06-16T14:01:27.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eed,89,4,2,1735,0.99,2005-06-16T15:51:52.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eee,90,4,2,2043,0.99,2005-06-17T14:31:12.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eef,91,4,1,2642,5.99,2005-06-19T09:39:01.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef0,92,4,1,7660,2.99,2005-07-28T02:10:10.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef1,93,4,2,7718,2.99,2005-07-28T04:37:59.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef2,94,4,1,8741,3.99,2005-07-29T18:44:57.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef3,95,4,1,9100,5.99,2005-07-30T08:46:09.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef4,96,4,1,9371,5.99,2005-07-30T18:58:00.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef5,97,4,2,11069,0.99,2005-08-02T07:09:34.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef6,98,4,1,11110,2.99,2005-08-02T08:20:31.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef7,99,4,2,11529,4.99,2005-08-17T00:28:01.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef8,100,4,1,12151,2.99,2005-08-18T00:14:03.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271ef9,101,4,2,12294,8.99,2005-08-18T05:14:44.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271efa,102,4,2,12856,1.99,2005-08-19T02:19:13.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271efb,103,4,1,13704,2.99,2005-08-20T09:32:04.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271efc,104,4,1,13807,6.99,2005-08-20T12:55:40.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271efd,105,4,2,14225,4.99,2005-08-21T04:53:37.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271efe,106,4,1,15147,2.99,2005-08-22T13:58:23.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271eff,107,4,2,15635,1.99,2005-08-23T07:43:00.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f00,108,5,1,731,0.99,2005-05-29T07:25:16.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f01,109,5,1,1085,6.99,2005-05-31T11:15:43.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f02,110,5,1,1142,1.99,2005-05-31T19:46:38.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f03,111,5,1,1502,3.99,2005-06-15T22:03:14.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f04,112,5,2,1631,2.99,2005-06-16T08:01:02.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f05,113,5,2,2063,4.99,2005-06-17T15:56:53.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f06,114,5,2,2570,2.99,2005-06-19T04:20:13.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f07,115,5,2,3126,4.99,2005-06-20T18:38:22.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f08,116,5,2,3677,4.99,2005-07-06T09:11:58.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f09,117,5,2,4889,2.99,2005-07-08T20:04:43.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f0a,118,5,1,5016,4.99,2005-07-09T01:57:57.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f0b,119,5,2,5118,5.99,2005-07-09T07:13:52.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f0c,120,5,2,5156,1.99,2005-07-09T08:51:42.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f0d,121,5,2,5721,0.99,2005-07-10T11:09:35.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f0e,122,5,1,6042,8.99,2005-07-11T03:17:04.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f0f,123,5,1,6663,3.99,2005-07-12T11:27:35.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f10,124,5,2,6685,4.99,2005-07-12T12:16:28.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f11,125,5,2,7293,0.99,2005-07-27T12:37:28.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f12,126,5,2,7652,0.99,2005-07-28T01:50:29.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f13,127,5,2,7829,3.99,2005-07-28T08:43:39.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f14,128,5,1,8263,2.99,2005-07-29T01:11:23.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f15,129,5,1,8978,1.99,2005-07-30T04:14:28.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f16,130,5,1,9493,4.99,2005-07-30T23:52:30.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f17,131,5,1,9888,3.99,2005-07-31T14:00:53.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f18,132,5,2,10609,4.99,2005-08-01T14:48:45.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f19,133,5,1,10625,0.99,2005-08-01T15:27:10.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f1a,134,5,2,11001,4.99,2005-08-02T04:56:45.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f1b,135,5,1,11179,4.99,2005-08-02T10:50:06.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f1c,136,5,2,11930,3.99,2005-08-17T16:28:53.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f1d,137,5,1,12145,9.99,2005-08-18T00:10:04.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f1e,138,5,1,12797,2.99,2005-08-19T00:24:08.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f1f,139,5,1,13063,1.99,2005-08-19T09:45:41.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f20,140,5,2,13877,0.99,2005-08-20T15:16:18.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f21,141,5,2,14053,6.99,2005-08-20T22:13:59.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f22,142,5,1,14430,6.99,2005-08-21T11:31:11.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f23,143,5,2,14494,2.99,2005-08-21T14:02:50.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f24,144,5,2,15232,0.99,2005-08-22T17:37:02.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f25,145,5,2,13209,0.99,2006-02-14T15:16:03.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f26,146,6,2,57,4.99,2005-05-25T08:43:32.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f27,147,6,1,577,2.99,2005-05-28T11:09:14.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f28,148,6,2,916,0.99,2005-05-30T11:25:01.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f29,149,6,1,1575,3.99,2005-06-16T03:41:38.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f2a,150,6,2,1841,2.99,2005-06-16T23:44:13.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f2b,151,6,1,1966,0.99,2005-06-17T09:19:45.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f2c,152,6,1,2345,0.99,2005-06-18T12:03:23.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f2d,153,6,2,3983,0.99,2005-07-06T23:14:21.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f2e,154,6,2,4278,2.99,2005-07-07T14:53:24.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f2f,155,6,1,5553,0.99,2005-07-10T03:03:35.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f30,156,6,2,6211,5.99,2005-07-11T12:39:01.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f31,157,6,1,6248,7.99,2005-07-11T15:01:54.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f32,158,6,2,6686,0.99,2005-07-12T12:18:38.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f33,159,6,2,7099,2.99,2005-07-27T05:03:44.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f34,160,6,2,7136,2.99,2005-07-27T06:38:25.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f35,161,6,1,8101,0.99,2005-07-28T18:47:23.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f36,162,6,1,10271,2.99,2005-08-01T03:13:39.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f37,163,6,1,11023,2.99,2005-08-02T05:36:38.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f38,164,6,1,11398,3.99,2005-08-02T18:55:15.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f39,165,6,1,11591,6.99,2005-08-17T02:29:41.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f3a,166,6,1,11727,0.99,2005-08-17T08:12:20.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f3b,167,6,1,11853,0.99,2005-08-17T13:39:32.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f3c,168,6,2,12254,2.99,2005-08-18T04:05:29.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f3d,169,6,2,13451,6.99,2005-08-20T00:18:25.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f3e,170,6,1,14329,7.99,2005-08-21T08:22:56.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f3f,171,6,1,14377,4.99,2005-08-21T09:49:28.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f40,172,6,1,15509,5.99,2005-08-23T02:51:24.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f41,173,6,2,15603,0.99,2005-08-23T06:41:32.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f42,174,7,2,46,5.99,2005-05-25T06:04:08.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f43,175,7,2,117,0.99,2005-05-25T19:30:46.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f44,176,7,2,748,2.99,2005-05-29T09:27:00.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f45,177,7,1,975,4.99,2005-05-30T21:07:15.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f46,178,7,1,1063,5.99,2005-05-31T08:44:29.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f47,179,7,2,1810,0.99,2005-06-16T21:06:00.000Z,2006-02-15T22:12:30.000Z
68f0ca77a9bfe00e38271f48,180,7,1,2250,2.99,2005-06-18T05:03:36.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f49,181,7,1,2709,0.99,2005-06-19T14:00:26.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f4a,182,7,1,2888,4.99,2005-06-20T01:50:56.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f4b,183,7,1,3007,0.99,2005-06-20T10:11:53.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f4c,184,7,2,3639,5.99,2005-07-06T07:09:17.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f4d,185,7,2,4238,2.99,2005-07-07T13:22:20.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f4e,186,7,2,4787,5.99,2005-07-08T16:16:04.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f4f,187,7,1,4856,4.99,2005-07-08T18:47:38.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f50,188,7,1,5441,8.99,2005-07-09T21:52:05.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f51,189,7,1,5921,7.99,2005-07-10T21:35:12.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f52,190,7,1,6174,1.99,2005-07-11T10:36:28.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f53,191,7,1,6295,2.99,2005-07-11T17:30:58.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f54,192,7,2,6761,3.99,2005-07-12T15:17:42.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f55,193,7,2,8422,5.99,2005-07-29T07:02:55.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f56,194,7,2,9624,7.99,2005-07-31T04:30:03.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f57,195,7,2,10330,6.99,2005-08-01T04:57:04.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f58,196,7,1,10423,5.99,2005-08-01T08:19:53.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f59,197,7,1,10514,4.99,2005-08-01T11:39:26.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f5a,198,7,2,10644,4.99,2005-08-01T15:52:00.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f5b,199,7,2,10989,3.99,2005-08-02T04:40:54.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f5c,200,7,2,11542,7.99,2005-08-17T00:51:32.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f5d,201,7,1,12367,8.99,2005-08-18T07:57:14.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f5e,202,7,1,12730,2.99,2005-08-18T21:55:01.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f5f,203,7,2,13373,2.99,2005-08-19T21:23:31.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f60,204,7,1,13476,2.99,2005-08-20T01:06:04.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f61,205,7,1,13594,0.99,2005-08-20T05:53:31.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f62,206,7,1,14222,5.99,2005-08-21T04:49:48.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f63,207,8,2,866,6.99,2005-05-30T03:43:54.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f64,208,8,2,1305,2.99,2005-06-15T09:59:16.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f65,209,8,1,2095,5.99,2005-06-17T18:21:35.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f66,210,8,2,3114,4.99,2005-06-20T17:57:47.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f67,211,8,1,3475,5.99,2005-07-05T23:01:21.000Z,2006-02-15T22:12:31.000Z
68f0ca77a9bfe00e38271f68,212,8,1,4003,0.99,2005-07-07T00:09:02.000Z,2006-02-15T22:12:31.000Z
